frame_no,image_anomaly,component,component_anomaly,image_fullname,se_filenmae,colors_found,colors_in_component,time_load_t,time_component_t,time_full_t,time_load_total_dt,time_component_total_dt,time_full_dt
0453,NORMAL,RoboArm,NORMAL,1751540149811539400_0453_10000010000000000,1751540149835510600_0453_10000010000000000,18,13,0.09091401100158691,0.033538818359375,0.12445282936096191,0:00:00.090914,0:00:00.033539,0:00:00.124453
0454,NORMAL,PLeft,NORMAL,1751540150038537600_0454_10000010000000000,1751540150047847300_0454_10000010000000000,18,10,0.09189701080322266,0.03179311752319336,0.12369012832641602,0:00:00.091897,0:00:00.031793,0:00:00.123690
0454,NORMAL,ConvBelt,NORMAL,1751540150038537600_0454_10000010000000000,1751540150047847300_0454_10000010000000000,18,13,0.09189701080322266,0.03773236274719238,0.12962937355041504,0:00:00.091897,0:00:00.037732,0:00:00.129629
0454,NORMAL,PRight,NORMAL,1751540150038537600_0454_10000010000000000,1751540150047847300_0454_10000010000000000,18,16,0.09189701080322266,0.04109382629394531,0.13299083709716797,0:00:00.091897,0:00:00.041093,0:00:00.132990
0454,NORMAL,RoboArm,NORMAL,1751540150038537600_0454_10000010000000000,1751540150047847300_0454_10000010000000000,18,13,0.09189701080322266,0.029707670211791992,0.12160468101501465,0:00:00.091897,0:00:00.029708,0:00:00.121605
0455,NORMAL,PLeft,NORMAL,1751540150235796600_0455_10000010000000000,1751540150227496600_0455_10000010000000000,18,10,0.07862186431884766,0.03060603141784668,0.10922789573669434,0:00:00.078622,0:00:00.030606,0:00:00.109228
0455,NORMAL,ConvBelt,NORMAL,1751540150235796600_0455_10000010000000000,1751540150227496600_0455_10000010000000000,18,13,0.07862186431884766,0.04114961624145508,0.11977148056030273,0:00:00.078622,0:00:00.041150,0:00:00.119772
0455,NORMAL,PRight,NORMAL,1751540150235796600_0455_10000010000000000,1751540150227496600_0455_10000010000000000,18,16,0.07862186431884766,0.020791053771972656,0.09941291809082031,0:00:00.078622,0:00:00.020791,0:00:00.099413
0455,NORMAL,RoboArm,NORMAL,1751540150235796600_0455_10000010000000000,1751540150227496600_0455_10000010000000000,18,13,0.07862186431884766,0.03042316436767578,0.10904502868652344,0:00:00.078622,0:00:00.030423,0:00:00.109045
0456,NORMAL,PLeft,NORMAL,1751540150409686400_0456_10000010000000000,1751540150428351000_0456_10000010000000000,18,10,0.07916545867919922,0.03352093696594238,0.1126863956451416,0:00:00.079166,0:00:00.033521,0:00:00.112687
0456,NORMAL,ConvBelt,NORMAL,1751540150409686400_0456_10000010000000000,1751540150428351000_0456_10000010000000000,18,13,0.07916545867919922,0.043659210205078125,0.12282466888427734,0:00:00.079166,0:00:00.043659,0:00:00.122825
0456,NORMAL,PRight,NORMAL,1751540150409686400_0456_10000010000000000,1751540150428351000_0456_10000010000000000,18,14,0.07916545867919922,0.030649900436401367,0.10981535911560059,0:00:00.079166,0:00:00.030650,0:00:00.109816
0456,NORMAL,RoboArm,NORMAL,1751540150409686400_0456_10000010000000000,1751540150428351000_0456_10000010000000000,18,13,0.07916545867919922,0.02889394760131836,0.10805940628051758,0:00:00.079166,0:00:00.028894,0:00:00.108060
0457,NORMAL,PLeft,NORMAL,1751540150639094100_0457_10000010000000000,1751540150621842400_0457_10000010000000000,18,10,0.08040976524353027,0.03205704689025879,0.11246681213378906,0:00:00.080410,0:00:00.032057,0:00:00.112467
0457,NORMAL,ConvBelt,NORMAL,1751540150639094100_0457_10000010000000000,1751540150621842400_0457_10000010000000000,18,13,0.08040976524353027,0.030605554580688477,0.11101531982421875,0:00:00.080410,0:00:00.030606,0:00:00.111016
0457,NORMAL,PRight,NORMAL,1751540150639094100_0457_10000010000000000,1751540150621842400_0457_10000010000000000,18,14,0.08040976524353027,0.03443431854248047,0.11484408378601074,0:00:00.080410,0:00:00.034434,0:00:00.114844
0457,NORMAL,RoboArm,NORMAL,1751540150639094100_0457_10000010000000000,1751540150621842400_0457_10000010000000000,18,13,0.08040976524353027,0.03306913375854492,0.1134788990020752,0:00:00.080410,0:00:00.033070,0:00:00.113480
0458,NORMAL,PLeft,NORMAL,1751540150828163600_0458_10000010000000000,1751540150847675800_0458_10000010000000000,18,10,0.07573318481445312,0.030043601989746094,0.10577678680419922,0:00:00.075733,0:00:00.030043,0:00:00.105776
0458,NORMAL,ConvBelt,NORMAL,1751540150828163600_0458_10000010000000000,1751540150847675800_0458_10000010000000000,18,14,0.07573318481445312,0.029691219329833984,0.10542440414428711,0:00:00.075733,0:00:00.029691,0:00:00.105424
0458,NORMAL,PRight,NORMAL,1751540150828163600_0458_10000010000000000,1751540150847675800_0458_10000010000000000,18,14,0.07573318481445312,0.023863792419433594,0.09959697723388672,0:00:00.075733,0:00:00.023864,0:00:00.099597
0458,NORMAL,RoboArm,NORMAL,1751540150828163600_0458_10000010000000000,1751540150847675800_0458_10000010000000000,18,13,0.07573318481445312,0.04125547409057617,0.1169886589050293,0:00:00.075733,0:00:00.041255,0:00:00.116988
0459,NORMAL,PLeft,NORMAL,1751540151030554100_0459_10000010000000000,1751540151048841600_0459_10000010000000000,18,10,0.07896161079406738,0.03420662879943848,0.11316823959350586,0:00:00.078961,0:00:00.034207,0:00:00.113168
0459,NORMAL,ConvBelt,NORMAL,1751540151030554100_0459_10000010000000000,1751540151048841600_0459_10000010000000000,18,13,0.07896161079406738,0.032129764556884766,0.11109137535095215,0:00:00.078961,0:00:00.032130,0:00:00.111091
0459,NORMAL,PRight,NORMAL,1751540151030554100_0459_10000010000000000,1751540151048841600_0459_10000010000000000,18,14,0.07896161079406738,0.03639554977416992,0.1153571605682373,0:00:00.078961,0:00:00.036395,0:00:00.115356
0459,NORMAL,RoboArm,NORMAL,1751540151030554100_0459_10000010000000000,1751540151048841600_0459_10000010000000000,18,12,0.07896161079406738,0.03548908233642578,0.11445069313049316,0:00:00.078961,0:00:00.035489,0:00:00.114450
0460,NORMAL,PLeft,NORMAL,1751540151211793100_0460_10000010000000000,1751540151230089600_0460_10000010000000000,18,10,0.08243060111999512,0.022916316986083984,0.1053469181060791,0:00:00.082431,0:00:00.022916,0:00:00.105347
0460,NORMAL,ConvBelt,NORMAL,1751540151211793100_0460_10000010000000000,1751540151230089600_0460_10000010000000000,18,13,0.08243060111999512,0.04049992561340332,0.12293052673339844,0:00:00.082431,0:00:00.040500,0:00:00.122931
0460,NORMAL,PRight,NORMAL,1751540151211793100_0460_10000010000000000,1751540151230089600_0460_10000010000000000,18,14,0.08243060111999512,0.029369831085205078,0.1118004322052002,0:00:00.082431,0:00:00.029369,0:00:00.111800
0460,NORMAL,RoboArm,NORMAL,1751540151211793100_0460_10000010000000000,1751540151230089600_0460_10000010000000000,18,12,0.08243060111999512,0.032745361328125,0.11517596244812012,0:00:00.082431,0:00:00.032746,0:00:00.115177
0461,NORMAL,PLeft,NORMAL,1751540151431295800_0461_10000010000000000,1751540151422750400_0461_10000010000000000,18,10,0.07856106758117676,0.03158307075500488,0.11014413833618164,0:00:00.078561,0:00:00.031583,0:00:00.110144
0461,NORMAL,ConvBelt,NORMAL,1751540151431295800_0461_10000010000000000,1751540151422750400_0461_10000010000000000,18,13,0.07856106758117676,0.03253459930419922,0.11109566688537598,0:00:00.078561,0:00:00.032535,0:00:00.111096
0461,NORMAL,PRight,NORMAL,1751540151431295800_0461_10000010000000000,1751540151422750400_0461_10000010000000000,18,14,0.07856106758117676,0.025359153747558594,0.10392022132873535,0:00:00.078561,0:00:00.025359,0:00:00.103920
0461,NORMAL,RoboArm,NORMAL,1751540151431295800_0461_10000010000000000,1751540151422750400_0461_10000010000000000,18,13,0.07856106758117676,0.033976078033447266,0.11253714561462402,0:00:00.078561,0:00:00.033976,0:00:00.112537
0462,NORMAL,PLeft,NORMAL,1751540151619938400_0462_10000010000000000,1751540151630392500_0462_10000010000000000,18,10,0.07572603225708008,0.023757219314575195,0.09948325157165527,0:00:00.075726,0:00:00.023757,0:00:00.099483
0462,NORMAL,ConvBelt,NORMAL,1751540151619938400_0462_10000010000000000,1751540151630392500_0462_10000010000000000,18,13,0.07572603225708008,0.04068899154663086,0.11641502380371094,0:00:00.075726,0:00:00.040689,0:00:00.116415
0462,NORMAL,PRight,NORMAL,1751540151619938400_0462_10000010000000000,1751540151630392500_0462_10000010000000000,18,14,0.07572603225708008,0.03566765785217285,0.11139369010925293,0:00:00.075726,0:00:00.035667,0:00:00.111393
0462,NORMAL,RoboArm,NORMAL,1751540151619938400_0462_10000010000000000,1751540151630392500_0462_10000010000000000,18,13,0.07572603225708008,0.03479743003845215,0.11052346229553223,0:00:00.075726,0:00:00.034797,0:00:00.110523
0463,NORMAL,PLeft,NORMAL,1751540151827336000_0463_10000010000000000,1751540151836654900_0463_10000010000000000,18,10,0.07630491256713867,0.03169846534729004,0.10800337791442871,0:00:00.076305,0:00:00.031699,0:00:00.108004
0463,NORMAL,ConvBelt,NORMAL,1751540151827336000_0463_10000010000000000,1751540151836654900_0463_10000010000000000,18,13,0.07630491256713867,0.024793148040771484,0.10109806060791016,0:00:00.076305,0:00:00.024793,0:00:00.101098
0463,NORMAL,PRight,NORMAL,1751540151827336000_0463_10000010000000000,1751540151836654900_0463_10000010000000000,18,16,0.07630491256713867,0.039090871810913086,0.11539578437805176,0:00:00.076305,0:00:00.039091,0:00:00.115396
0463,NORMAL,RoboArm,NORMAL,1751540151827336000_0463_10000010000000000,1751540151836654900_0463_10000010000000000,18,13,0.07630491256713867,0.033967018127441406,0.11027193069458008,0:00:00.076305,0:00:00.033967,0:00:00.110272
0464,NORMAL,PLeft,NORMAL,1751540152010664300_0464_10000010000000000,1751540152033173400_0464_10000010000000000,18,10,0.06991338729858398,0.03061366081237793,0.10052704811096191,0:00:00.069913,0:00:00.030614,0:00:00.100527
0464,NORMAL,ConvBelt,NORMAL,1751540152010664300_0464_10000010000000000,1751540152033173400_0464_10000010000000000,18,13,0.06991338729858398,0.032105207443237305,0.10201859474182129,0:00:00.069913,0:00:00.032105,0:00:00.102018
0464,NORMAL,PRight,NORMAL,1751540152010664300_0464_10000010000000000,1751540152033173400_0464_10000010000000000,18,16,0.06991338729858398,0.034986257553100586,0.10489964485168457,0:00:00.069913,0:00:00.034986,0:00:00.104899
0464,NORMAL,RoboArm,NORMAL,1751540152010664300_0464_10000010000000000,1751540152033173400_0464_10000010000000000,18,13,0.06991338729858398,0.03475189208984375,0.10466527938842773,0:00:00.069913,0:00:00.034752,0:00:00.104665
0465,NORMAL,PLeft,NORMAL,1751540152238491400_0465_10000010000000000,1751540152230201900_0465_10000010000000000,18,10,0.07318735122680664,0.040686845779418945,0.11387419700622559,0:00:00.073187,0:00:00.040687,0:00:00.113874
0465,NORMAL,ConvBelt,NORMAL,1751540152238491400_0465_10000010000000000,1751540152230201900_0465_10000010000000000,18,13,0.07318735122680664,0.03904581069946289,0.11223316192626953,0:00:00.073187,0:00:00.039046,0:00:00.112233
0465,NORMAL,PRight,NORMAL,1751540152238491400_0465_10000010000000000,1751540152230201900_0465_10000010000000000,18,16,0.07318735122680664,0.03473544120788574,0.10792279243469238,0:00:00.073187,0:00:00.034735,0:00:00.107922
0465,NORMAL,RoboArm,NORMAL,1751540152238491400_0465_10000010000000000,1751540152230201900_0465_10000010000000000,18,13,0.07318735122680664,0.03219318389892578,0.10538053512573242,0:00:00.073187,0:00:00.032194,0:00:00.105381
0466,NORMAL,PLeft,NORMAL,1751540152413253800_0466_10000010000000000,1751540152446832200_0466_10000010000000000,18,10,0.08954286575317383,0.022967815399169922,0.11251068115234375,0:00:00.089543,0:00:00.022968,0:00:00.112511
0466,NORMAL,ConvBelt,NORMAL,1751540152413253800_0466_10000010000000000,1751540152446832200_0466_10000010000000000,18,13,0.08954286575317383,0.04277229309082031,0.13231515884399414,0:00:00.089543,0:00:00.042772,0:00:00.132315
0466,NORMAL,PRight,NORMAL,1751540152413253800_0466_10000010000000000,1751540152446832200_0466_10000010000000000,18,16,0.08954286575317383,0.03692030906677246,0.1264631748199463,0:00:00.089543,0:00:00.036920,0:00:00.126463
0466,NORMAL,RoboArm,NORMAL,1751540152413253800_0466_10000010000000000,1751540152446832200_0466_10000010000000000,18,13,0.08954286575317383,0.024944543838500977,0.1144874095916748,0:00:00.089543,0:00:00.024945,0:00:00.114488
0467,NORMAL,PLeft,NORMAL,1751540152618477900_0467_10000010000000000,1751540152626471700_0467_10000010000000000,18,10,0.08498167991638184,0.033514976501464844,0.11849665641784668,0:00:00.084981,0:00:00.033515,0:00:00.118496
0467,NORMAL,ConvBelt,NORMAL,1751540152618477900_0467_10000010000000000,1751540152626471700_0467_10000010000000000,18,13,0.08498167991638184,0.04575753211975098,0.1307392120361328,0:00:00.084981,0:00:00.045758,0:00:00.130739
0467,NORMAL,PRight,NORMAL,1751540152618477900_0467_10000010000000000,1751540152626471700_0467_10000010000000000,18,16,0.08498167991638184,0.038262128829956055,0.12324380874633789,0:00:00.084981,0:00:00.038262,0:00:00.123243
0467,NORMAL,RoboArm,NORMAL,1751540152618477900_0467_10000010000000000,1751540152626471700_0467_10000010000000000,18,13,0.08498167991638184,0.030375003814697266,0.1153566837310791,0:00:00.084981,0:00:00.030375,0:00:00.115356
0468,NORMAL,PLeft,NORMAL,1751540152817082400_0468_10000010000000000,1751540152849460600_0468_10000010000000000,18,10,0.08237481117248535,0.031103849411010742,0.1134786605834961,0:00:00.082375,0:00:00.031104,0:00:00.113479
0468,NORMAL,ConvBelt,NORMAL,1751540152817082400_0468_10000010000000000,1751540152849460600_0468_10000010000000000,18,13,0.08237481117248535,0.032575368881225586,0.11495018005371094,0:00:00.082375,0:00:00.032575,0:00:00.114950
0468,NORMAL,PRight,NORMAL,1751540152817082400_0468_10000010000000000,1751540152849460600_0468_10000010000000000,18,16,0.08237481117248535,0.030780792236328125,0.11315560340881348,0:00:00.082375,0:00:00.030781,0:00:00.113156
0468,NORMAL,RoboArm,NORMAL,1751540152817082400_0468_10000010000000000,1751540152849460600_0468_10000010000000000,18,13,0.08237481117248535,0.03931784629821777,0.12169265747070312,0:00:00.082375,0:00:00.039318,0:00:00.121693
0469,NORMAL,PLeft,NORMAL,1751540153017523300_0469_10000010000000000,1751540153045724200_0469_10000010000000000,18,10,0.08693265914916992,0.03757071495056152,0.12450337409973145,0:00:00.086933,0:00:00.037571,0:00:00.124504
0469,NORMAL,ConvBelt,NORMAL,1751540153017523300_0469_10000010000000000,1751540153045724200_0469_10000010000000000,18,13,0.08693265914916992,0.03964710235595703,0.12657976150512695,0:00:00.086933,0:00:00.039647,0:00:00.126580
0469,NORMAL,PRight,NORMAL,1751540153017523300_0469_10000010000000000,1751540153045724200_0469_10000010000000000,18,16,0.08693265914916992,0.04276466369628906,0.12969732284545898,0:00:00.086933,0:00:00.042765,0:00:00.129698
0469,NORMAL,RoboArm,NORMAL,1751540153017523300_0469_10000010000000000,1751540153045724200_0469_10000010000000000,18,13,0.08693265914916992,0.03708648681640625,0.12401914596557617,0:00:00.086933,0:00:00.037087,0:00:00.124020
0470,NORMAL,PLeft,NORMAL,1751540153211042300_0470_10000010000000000,1751540153225743100_0470_10000010000000000,18,10,0.07393383979797363,0.037966251373291016,0.11190009117126465,0:00:00.073933,0:00:00.037967,0:00:00.111900
0470,NORMAL,ConvBelt,NORMAL,1751540153211042300_0470_10000010000000000,1751540153225743100_0470_10000010000000000,18,13,0.07393383979797363,0.033284664154052734,0.10721850395202637,0:00:00.073933,0:00:00.033285,0:00:00.107218
0470,NORMAL,PRight,NORMAL,1751540153211042300_0470_10000010000000000,1751540153225743100_0470_10000010000000000,18,16,0.07393383979797363,0.03701019287109375,0.11094403266906738,0:00:00.073933,0:00:00.037010,0:00:00.110943
0470,NORMAL,RoboArm,NORMAL,1751540153211042300_0470_10000010000000000,1751540153225743100_0470_10000010000000000,18,13,0.07393383979797363,0.035173654556274414,0.10910749435424805,0:00:00.073933,0:00:00.035174,0:00:00.109107
0471,NORMAL,PLeft,NORMAL,1751540153418663700_0471_10000010000000000,1751540153448113800_0471_10000010000000000,18,10,0.10151982307434082,0.03566145896911621,0.13718128204345703,0:00:00.101520,0:00:00.035661,0:00:00.137181
0471,NORMAL,ConvBelt,NORMAL,1751540153418663700_0471_10000010000000000,1751540153448113800_0471_10000010000000000,18,13,0.10151982307434082,0.041880130767822266,0.14339995384216309,0:00:00.101520,0:00:00.041880,0:00:00.143400
0471,NORMAL,PRight,NORMAL,1751540153418663700_0471_10000010000000000,1751540153448113800_0471_10000010000000000,18,16,0.10151982307434082,0.030551433563232422,0.13207125663757324,0:00:00.101520,0:00:00.030551,0:00:00.132071
0471,NORMAL,RoboArm,NORMAL,1751540153418663700_0471_10000010000000000,1751540153448113800_0471_10000010000000000,18,13,0.10151982307434082,0.036086320877075195,0.13760614395141602,0:00:00.101520,0:00:00.036087,0:00:00.137607
0472,NORMAL,PLeft,NORMAL,1751540153620202200_0472_10000010000000000,1751540153642687000_0472_10000010000000000,18,10,0.09665536880493164,0.03741025924682617,0.1340656280517578,0:00:00.096656,0:00:00.037410,0:00:00.134066
0472,NORMAL,ConvBelt,NORMAL,1751540153620202200_0472_10000010000000000,1751540153642687000_0472_10000010000000000,18,13,0.09665536880493164,0.031009674072265625,0.12766504287719727,0:00:00.096656,0:00:00.031010,0:00:00.127666
0472,NORMAL,PRight,NORMAL,1751540153620202200_0472_10000010000000000,1751540153642687000_0472_10000010000000000,18,16,0.09665536880493164,0.03785276412963867,0.1345081329345703,0:00:00.096656,0:00:00.037853,0:00:00.134509
0472,NORMAL,RoboArm,NORMAL,1751540153620202200_0472_10000010000000000,1751540153642687000_0472_10000010000000000,18,13,0.09665536880493164,0.03329825401306152,0.12995362281799316,0:00:00.096656,0:00:00.033298,0:00:00.129954
0473,NORMAL,PLeft,NORMAL,1751540153819078200_0473_10000010000000000,1751540153833601900_0473_10000010000000000,18,10,0.08493804931640625,0.03858542442321777,0.12352347373962402,0:00:00.084938,0:00:00.038586,0:00:00.123524
0473,NORMAL,ConvBelt,NORMAL,1751540153819078200_0473_10000010000000000,1751540153833601900_0473_10000010000000000,18,13,0.08493804931640625,0.043001413345336914,0.12793946266174316,0:00:00.084938,0:00:00.043002,0:00:00.127940
0473,NORMAL,PRight,NORMAL,1751540153819078200_0473_10000010000000000,1751540153833601900_0473_10000010000000000,18,16,0.08493804931640625,0.03540205955505371,0.12034010887145996,0:00:00.084938,0:00:00.035402,0:00:00.120340
0473,NORMAL,RoboArm,NORMAL,1751540153819078200_0473_10000010000000000,1751540153833601900_0473_10000010000000000,18,13,0.08493804931640625,0.03222227096557617,0.11716032028198242,0:00:00.084938,0:00:00.032222,0:00:00.117160
0474,NORMAL,PLeft,NORMAL,1751540154023562900_0474_10000010000000000,1751540154032278800_0474_10000010000000000,19,10,0.0865468978881836,0.0288698673248291,0.1154167652130127,0:00:00.086547,0:00:00.028870,0:00:00.115417
0474,NORMAL,ConvBelt,NORMAL,1751540154023562900_0474_10000010000000000,1751540154032278800_0474_10000010000000000,19,13,0.0865468978881836,0.04615068435668945,0.13269758224487305,0:00:00.086547,0:00:00.046151,0:00:00.132698
0474,NORMAL,PRight,NORMAL,1751540154023562900_0474_10000010000000000,1751540154032278800_0474_10000010000000000,19,16,0.0865468978881836,0.03324770927429199,0.11979460716247559,0:00:00.086547,0:00:00.033248,0:00:00.119795
0474,NORMAL,RoboArm,NORMAL,1751540154023562900_0474_10000010000000000,1751540154032278800_0474_10000010000000000,19,14,0.0865468978881836,0.026899337768554688,0.11344623565673828,0:00:00.086547,0:00:00.026899,0:00:00.113446
0475,NORMAL,PLeft,NORMAL,1751540154224083900_0475_10000010000000000,1751540154238422000_0475_10000010000000000,19,10,0.08914351463317871,0.034852027893066406,0.12399554252624512,0:00:00.089143,0:00:00.034852,0:00:00.123995
0475,NORMAL,ConvBelt,NORMAL,1751540154224083900_0475_10000010000000000,1751540154238422000_0475_10000010000000000,19,13,0.08914351463317871,0.04159116744995117,0.13073468208312988,0:00:00.089143,0:00:00.041591,0:00:00.130734
0475,NORMAL,PRight,NORMAL,1751540154224083900_0475_10000010000000000,1751540154238422000_0475_10000010000000000,19,16,0.08914351463317871,0.03759145736694336,0.12673497200012207,0:00:00.089143,0:00:00.037591,0:00:00.126734
0475,NORMAL,RoboArm,NORMAL,1751540154224083900_0475_10000010000000000,1751540154238422000_0475_10000010000000000,19,14,0.08914351463317871,0.03701281547546387,0.12615633010864258,0:00:00.089143,0:00:00.037012,0:00:00.126155
0476,NORMAL,PLeft,NORMAL,1751540154441346200_0476_10000010000000000,1751540154429850700_0476_10000010000000000,19,10,0.08766484260559082,0.03332257270812988,0.1209874153137207,0:00:00.087665,0:00:00.033323,0:00:00.120988
0476,NORMAL,ConvBelt,NORMAL,1751540154441346200_0476_10000010000000000,1751540154429850700_0476_10000010000000000,19,13,0.08766484260559082,0.03955864906311035,0.12722349166870117,0:00:00.087665,0:00:00.039558,0:00:00.127223
0476,NORMAL,PRight,NORMAL,1751540154441346200_0476_10000010000000000,1751540154429850700_0476_10000010000000000,19,16,0.08766484260559082,0.02913832664489746,0.11680316925048828,0:00:00.087665,0:00:00.029138,0:00:00.116803
0476,NORMAL,RoboArm,NORMAL,1751540154441346200_0476_10000010000000000,1751540154429850700_0476_10000010000000000,19,14,0.08766484260559082,0.03759455680847168,0.1252593994140625,0:00:00.087665,0:00:00.037594,0:00:00.125259
0477,NORMAL,PLeft,NORMAL,1751540154636408300_0477_10000010000000000,1751540154641646000_0477_10000010000000000,19,10,0.09531784057617188,0.029620885848999023,0.1249387264251709,0:00:00.095318,0:00:00.029621,0:00:00.124939
0477,NORMAL,ConvBelt,NORMAL,1751540154636408300_0477_10000010000000000,1751540154641646000_0477_10000010000000000,19,13,0.09531784057617188,0.0421605110168457,0.13747835159301758,0:00:00.095318,0:00:00.042161,0:00:00.137479
0477,NORMAL,PRight,NORMAL,1751540154636408300_0477_10000010000000000,1751540154641646000_0477_10000010000000000,19,16,0.09531784057617188,0.05732536315917969,0.15264320373535156,0:00:00.095318,0:00:00.057325,0:00:00.152643
0477,NORMAL,RoboArm,NORMAL,1751540154636408300_0477_10000010000000000,1751540154641646000_0477_10000010000000000,19,14,0.09531784057617188,0.039641618728637695,0.13495945930480957,0:00:00.095318,0:00:00.039642,0:00:00.134960
0478,NORMAL,PLeft,NORMAL,1751540154809692400_0478_10000010000000000,1751540154826920800_0478_10000010000000000,19,10,0.08462142944335938,0.03419303894042969,0.11881446838378906,0:00:00.084622,0:00:00.034193,0:00:00.118815
0478,NORMAL,ConvBelt,NORMAL,1751540154809692400_0478_10000010000000000,1751540154826920800_0478_10000010000000000,19,13,0.08462142944335938,0.037255287170410156,0.12187671661376953,0:00:00.084622,0:00:00.037256,0:00:00.121878
0478,NORMAL,PRight,NORMAL,1751540154809692400_0478_10000010000000000,1751540154826920800_0478_10000010000000000,19,16,0.08462142944335938,0.046076059341430664,0.13069748878479004,0:00:00.084622,0:00:00.046076,0:00:00.130698
0478,NORMAL,RoboArm,NORMAL,1751540154809692400_0478_10000010000000000,1751540154826920800_0478_10000010000000000,19,13,0.08462142944335938,0.03845691680908203,0.1230783462524414,0:00:00.084622,0:00:00.038457,0:00:00.123079
0479,NORMAL,PLeft,NORMAL,1751540155031457600_0479_10000010000000000,1751540155038797100_0479_10000010000000000,18,10,0.10012364387512207,0.04094529151916504,0.1410689353942871,0:00:00.100124,0:00:00.040946,0:00:00.141070
0479,NORMAL,ConvBelt,NORMAL,1751540155031457600_0479_10000010000000000,1751540155038797100_0479_10000010000000000,18,13,0.10012364387512207,0.040503740310668945,0.14062738418579102,0:00:00.100124,0:00:00.040503,0:00:00.140627
0479,NORMAL,PRight,NORMAL,1751540155031457600_0479_10000010000000000,1751540155038797100_0479_10000010000000000,18,16,0.10012364387512207,0.03982877731323242,0.1399524211883545,0:00:00.100124,0:00:00.039829,0:00:00.139953
0479,NORMAL,RoboArm,NORMAL,1751540155031457600_0479_10000010000000000,1751540155038797100_0479_10000010000000000,18,12,0.10012364387512207,0.027486085891723633,0.1276097297668457,0:00:00.100124,0:00:00.027486,0:00:00.127610
0480,NORMAL,PLeft,NORMAL,1751540155223053600_0480_10000010000000000,1751540155237977200_0480_10000010000000000,18,10,0.09509587287902832,0.03348684310913086,0.12858271598815918,0:00:00.095096,0:00:00.033487,0:00:00.128583
0480,NORMAL,ConvBelt,NORMAL,1751540155223053600_0480_10000010000000000,1751540155237977200_0480_10000010000000000,18,13,0.09509587287902832,0.04177665710449219,0.1368725299835205,0:00:00.095096,0:00:00.041776,0:00:00.136872
0480,NORMAL,PRight,NORMAL,1751540155223053600_0480_10000010000000000,1751540155237977200_0480_10000010000000000,18,16,0.09509587287902832,0.03445029258728027,0.1295461654663086,0:00:00.095096,0:00:00.034450,0:00:00.129546
0480,NORMAL,RoboArm,NORMAL,1751540155223053600_0480_10000010000000000,1751540155237977200_0480_10000010000000000,18,12,0.09509587287902832,0.03640437126159668,0.131500244140625,0:00:00.095096,0:00:00.036404,0:00:00.131500
0481,NORMAL,PLeft,NORMAL,1751540155410138100_0481_10000010000000000,1751540155433282300_0481_10000010000000000,18,10,0.08814215660095215,0.03538346290588379,0.12352561950683594,0:00:00.088142,0:00:00.035384,0:00:00.123526
0481,NORMAL,ConvBelt,NORMAL,1751540155410138100_0481_10000010000000000,1751540155433282300_0481_10000010000000000,18,13,0.08814215660095215,0.041681766510009766,0.12982392311096191,0:00:00.088142,0:00:00.041682,0:00:00.129824
0481,NORMAL,PRight,NORMAL,1751540155410138100_0481_10000010000000000,1751540155433282300_0481_10000010000000000,18,16,0.08814215660095215,0.02976703643798828,0.11790919303894043,0:00:00.088142,0:00:00.029767,0:00:00.117909
0481,NORMAL,RoboArm,NORMAL,1751540155410138100_0481_10000010000000000,1751540155433282300_0481_10000010000000000,18,12,0.08814215660095215,0.034119606018066406,0.12226176261901855,0:00:00.088142,0:00:00.034119,0:00:00.122261
0482,NORMAL,PLeft,NORMAL,1751540155623110100_0482_10000010000000000,1751540155638865100_0482_10000010000000000,19,10,0.08133769035339355,0.028499126434326172,0.10983681678771973,0:00:00.081338,0:00:00.028498,0:00:00.109836
0482,NORMAL,ConvBelt,NORMAL,1751540155623110100_0482_10000010000000000,1751540155638865100_0482_10000010000000000,19,13,0.08133769035339355,0.03661942481994629,0.11795711517333984,0:00:00.081338,0:00:00.036619,0:00:00.117957
0482,NORMAL,PRight,NORMAL,1751540155623110100_0482_10000010000000000,1751540155638865100_0482_10000010000000000,19,16,0.08133769035339355,0.025104761123657227,0.10644245147705078,0:00:00.081338,0:00:00.025105,0:00:00.106443
0482,NORMAL,RoboArm,NORMAL,1751540155623110100_0482_10000010000000000,1751540155638865100_0482_10000010000000000,19,13,0.08133769035339355,0.02692437171936035,0.1082620620727539,0:00:00.081338,0:00:00.026925,0:00:00.108263
0483,NORMAL,PLeft,NORMAL,1751540155821651100_0483_10000010000000000,1751540155831190300_0483_10000010000000000,19,10,0.10815787315368652,0.03952932357788086,0.14768719673156738,0:00:00.108158,0:00:00.039529,0:00:00.147687
0483,NORMAL,ConvBelt,NORMAL,1751540155821651100_0483_10000010000000000,1751540155831190300_0483_10000010000000000,19,13,0.10815787315368652,0.02831268310546875,0.13647055625915527,0:00:00.108158,0:00:00.028313,0:00:00.136471
0483,NORMAL,PRight,NORMAL,1751540155821651100_0483_10000010000000000,1751540155831190300_0483_10000010000000000,19,17,0.10815787315368652,0.04011034965515137,0.1482682228088379,0:00:00.108158,0:00:00.040110,0:00:00.148268
0483,NORMAL,RoboArm,NORMAL,1751540155821651100_0483_10000010000000000,1751540155831190300_0483_10000010000000000,19,13,0.10815787315368652,0.029178380966186523,0.13733625411987305,0:00:00.108158,0:00:00.029179,0:00:00.137337
